time|event|error
145.39345955624|MessageID: WDR_STOP|0
145.987996677129|MessageID: CARD_REMOVED|0
146.887996677129|MessageID: CARD_INSERT, Value: 4319401234560964|0
146.887996677129|MessageID: ESD_SENSOR, Value: 1005|0
147.187996677129|MessageID: PIN_INIT_START|0
152.286305566042|MessageID: PIN_STOP|0
152.768610668887|MessageID: AMOUNT_SEL|0
153.806896384097|MessageID: WDR_INIT_START|0
156.33668781816|MessageID: WDR_STOP|0
157.483995392649|MessageID: CARD_REMOVED|0
158.383995392649|MessageID: CARD_INSERT, Value: 4319401234561661|0
158.383995392649|MessageID: ESD_SENSOR, Value: 1003|0
158.683995392649|MessageID: PIN_INIT_START|0
160.787465325483|MessageID: PIN_STOP|0
161.533468113264|MessageID: AMOUNT_SEL|0
162.800357391837|MessageID: WDR_INIT_START|0
166.11446702567|MessageID: WDR_STOP|0
168.270948442395|MessageID: CARD_REMOVED|0
169.170948442395|MessageID: CARD_INSERT, Value: 4319401234563403|0
169.170948442395|MessageID: ESD_SENSOR, Value: 992|0
169.470948442395|MessageID: PIN_INIT_START|0
175.306897791059|MessageID: PIN_STOP|0
176.96663306483|MessageID: AMOUNT_SEL|0
178.479914977042|MessageID: WDR_INIT_START|0
181.616673783539|MessageID: WDR_STOP|0
185.593762699698|MessageID: CARD_REMOVED|0
186.493762699698|MessageID: CARD_INSERT, Value: 4319401234562440|0
186.493762699698|MessageID: ESD_SENSOR, Value: 987|0
186.793762699698|MessageID: PIN_INIT_START|0
192.172945851301|MessageID: PIN_STOP|0
192.561343671955|MessageID: AMOUNT_SEL|0
194.578362975821|MessageID: WDR_INIT_START|0
196.670082382201|MessageID: WDR_STOP|0
199.767103072554|MessageID: CARD_REMOVED|0
200.667103072554|MessageID: CARD_INSERT, Value: 4319401234561661|0
200.667103072554|MessageID: ESD_SENSOR, Value: 990|0
200.967103072554|MessageID: PIN_INIT_START|0
202.848388789025|MessageID: PIN_STOP|0
203.220845210925|MessageID: AMOUNT_SEL|0
204.580420319856|MessageID: WDR_INIT_START|0
206.120302605305|MessageID: WDR_STOP|0
207.14307898614|MessageID: CARD_REMOVED|0
208.04307898614|MessageID: CARD_INSERT, Value: 4319401234567921|0
208.04307898614|MessageID: ESD_SENSOR, Value: 1003|0
208.34307898614|MessageID: PIN_INIT_START|0
212.253842260514|MessageID: PIN_STOP|0
212.265908359685|MessageID: AMOUNT_SEL|0
213.744540826853|MessageID: WDR_INIT_START|0
216.302338017221|MessageID: WDR_STOP|0
217.309075185642|MessageID: CARD_REMOVED|0
218.209075185642|MessageID: CARD_INSERT, Value: 4319401234561720|0
218.209075185642|MessageID: ESD_SENSOR, Value: 1001|0
218.509075185642|MessageID: PIN_INIT_START|0
223.207157354562|MessageID: PIN_STOP|0
223.653101643138|MessageID: AMOUNT_SEL|0
224.758379672251|MessageID: WDR_INIT_START|0
227.334038050437|MessageID: WDR_STOP|0
229.740478344859|MessageID: CARD_REMOVED|0
230.640478344859|MessageID: CARD_INSERT, Value: 4319401234560848|0
230.640478344859|MessageID: ESD_SENSOR, Value: 996|0
230.940478344859|MessageID: PIN_INIT_START|0
236.002918867675|MessageID: PIN_STOP|0
238.54943382386|MessageID: AMOUNT_SEL|0
240.790466305159|MessageID: WDR_INIT_START|0
242.513498371753|MessageID: WDR_STOP|0
244.479538299929|MessageID: CARD_REMOVED|0
245.379538299929|MessageID: CARD_INSERT, Value: 4319401234560699|0
245.379538299929|MessageID: ESD_SENSOR, Value: 1006|0
245.679538299929|MessageID: PIN_INIT_START|0
248.831485619545|MessageID: PIN_STOP|0
248.837546090526|MessageID: AMOUNT_SEL|0
250.488721799377|MessageID: WDR_INIT_START|0
253.761490808529|MessageID: WDR_STOP|0
255.953300833144|MessageID: CARD_REMOVED|0
256.853300833144|MessageID: CARD_INSERT, Value: 4319401234562317|0
256.853300833144|MessageID: ESD_SENSOR, Value: 1011|0
257.153300833144|MessageID: PIN_INIT_START|0
260.261223395197|MessageID: PIN_STOP|0
261.215812909532|MessageID: AMOUNT_SEL|0
263.170850248354|MessageID: WDR_INIT_START|0
265.830704457092|MessageID: WDR_STOP|0
267.584238192272|MessageID: CARD_REMOVED|0
268.484238192272|MessageID: CARD_INSERT, Value: 4319401234564538|0
268.484238192272|MessageID: ESD_SENSOR, Value: 999|0
268.784238192272|MessageID: PIN_INIT_START|0
271.119376276794|MessageID: PIN_STOP|0
272.109356152741|MessageID: AMOUNT_SEL|0
273.242254581685|MessageID: WDR_INIT_START|0
274.93317063517|MessageID: WDR_STOP|0
276.79333536662|MessageID: CARD_REMOVED|0
277.69333536662|MessageID: CARD_INSERT, Value: 4319401234561661|0
277.69333536662|MessageID: ESD_SENSOR, Value: 997|0
277.99333536662|MessageID: PIN_INIT_START|0
281.064104116288|MessageID: PIN_STOP|0
282.037210782456|MessageID: AMOUNT_SEL|0
283.167920534066|MessageID: WDR_INIT_START|0
287.155473039549|MessageID: WDR_STOP|0
288.547235907089|MessageID: CARD_REMOVED|0
289.447235907089|MessageID: CARD_INSERT, Value: 4319401234563170|0
289.447235907089|MessageID: ESD_SENSOR, Value: 1003|0
289.747235907089|MessageID: PIN_INIT_START|0
291.759924540074|MessageID: PIN_STOP|0
292.109909547629|MessageID: AMOUNT_SEL|0
293.118237588174|MessageID: WDR_INIT_START|0
296.084852322682|MessageID: WDR_STOP|0
298.047727527412|MessageID: CARD_REMOVED|0
298.947727527412|MessageID: CARD_INSERT, Value: 4319401234560964|0
298.947727527412|MessageID: ESD_SENSOR, Value: 998|0
299.247727527412|MessageID: PIN_INIT_START|0
304.539396547449|MessageID: PIN_STOP|0
304.62379245687|MessageID: AMOUNT_SEL|0
305.718345794693|MessageID: WDR_INIT_START|0
308.348465412989|MessageID: WDR_STOP|0
309.57650515386|MessageID: CARD_REMOVED|0
310.47650515386|MessageID: CARD_INSERT, Value: 4319401234560699|0
310.47650515386|MessageID: ESD_SENSOR, Value: 1011|0
310.77650515386|MessageID: PIN_INIT_START|0
313.856424366183|MessageID: PIN_STOP|0
313.899508687695|MessageID: AMOUNT_SEL|0
315.840595426856|MessageID: WDR_INIT_START|0
319.276098404798|MessageID: WDR_STOP|0
321.264899319186|MessageID: CARD_REMOVED|0
322.164899319186|MessageID: CARD_INSERT, Value: 4319401234563978|0
322.164899319186|MessageID: ESD_SENSOR, Value: 996|0
322.464899319186|MessageID: PIN_INIT_START|0
326.038820555792|MessageID: PIN_STOP|0
326.796148175622|MessageID: AMOUNT_SEL|0
327.911919550668|MessageID: WDR_INIT_START|0
331.217509886611|MessageID: WDR_STOP|0
331.908753447423|MessageID: CARD_REMOVED|0
332.808753447423|MessageID: CARD_INSERT, Value: 4319401234563403|0
332.808753447423|MessageID: ESD_SENSOR, Value: 996|0
333.108753447423|MessageID: PIN_INIT_START|0
338.674366506984|MessageID: PIN_STOP|0
338.951337103965|MessageID: AMOUNT_SEL|0
341.09041427069|MessageID: WDR_INIT_START|0
343.441928969659|MessageID: WDR_STOP|0
344.436058760334|MessageID: CARD_REMOVED|0
345.336058760334|MessageID: CARD_INSERT, Value: 4319401234569857|0
345.336058760334|MessageID: ESD_SENSOR, Value: 995|0
345.636058760334|MessageID: PIN_INIT_START|0
351.788776734111|MessageID: PIN_STOP|0
353.287473698898|MessageID: AMOUNT_SEL|0
355.280378567897|MessageID: WDR_INIT_START|0
358.542683581481|MessageID: WDR_STOP|0
360.288992502243|MessageID: CARD_REMOVED|0
361.188992502243|MessageID: CARD_INSERT, Value: 4319401234569720|0
361.188992502243|MessageID: ESD_SENSOR, Value: 997|0
361.488992502243|MessageID: PIN_INIT_START|0
366.411238052607|MessageID: PIN_STOP|0
368.400338980357|MessageID: AMOUNT_SEL|0
369.703839980117|MessageID: WDR_INIT_START|0
371.096885572049|MessageID: WDR_STOP|0
373.23986210652|MessageID: CARD_REMOVED|0
374.13986210652|MessageID: CARD_INSERT, Value: 4319401234564538|0
374.13986210652|MessageID: ESD_SENSOR, Value: 998|0
374.43986210652|MessageID: PIN_INIT_START|0
376.856655503915|MessageID: PIN_STOP|0
377.311642500489|MessageID: AMOUNT_SEL|0
378.677525975704|MessageID: WDR_INIT_START|0
382.38601444888|MessageID: WDR_STOP|0
383.620360829957|MessageID: CARD_REMOVED|0
384.520360829957|MessageID: CARD_INSERT, Value: 4319401234561158|0
384.520360829957|MessageID: ESD_SENSOR, Value: 999|0
384.820360829957|MessageID: PIN_INIT_START|0
391.105774646569|MessageID: PIN_STOP|0
391.184244098743|MessageID: AMOUNT_SEL|0
392.375852107738|MessageID: WDR_INIT_START|0
394.01444913514|MessageID: WDR_STOP|0
395.678266482201|MessageID: CARD_REMOVED|0
396.578266482201|MessageID: CARD_INSERT, Value: 4319401234562317|0
396.578266482201|MessageID: ESD_SENSOR, Value: 995|0
396.878266482201|MessageID: PIN_INIT_START|0
401.025995048497|MessageID: PIN_STOP|0
402.040943943923|MessageID: AMOUNT_SEL|0
403.545290295969|MessageID: WDR_INIT_START|0
406.97715573057|MessageID: WDR_STOP|0
407.285365226658|MessageID: CARD_REMOVED|0
408.185365226658|MessageID: CARD_INSERT, Value: 4319401234567921|0
408.185365226658|MessageID: ESD_SENSOR, Value: 1001|0
408.485365226658|MessageID: PIN_INIT_START|0
412.495806099687|MessageID: PIN_STOP|0
412.528685056296|MessageID: AMOUNT_SEL|0
413.612960793116|MessageID: WDR_INIT_START|0
415.925596022848|MessageID: WDR_STOP|0
416.648192026013|MessageID: CARD_REMOVED|0
417.548192026013|MessageID: CARD_INSERT, Value: 4319401234562317|0
417.548192026013|MessageID: ESD_SENSOR, Value: 1000|0
417.848192026013|MessageID: PIN_INIT_START|0
423.04354697735|MessageID: PIN_STOP|0
423.097828522387|MessageID: AMOUNT_SEL|0
424.505340440702|MessageID: WDR_INIT_START|0
426.210519218674|MessageID: WDR_STOP|0
429.390803112745|MessageID: CARD_REMOVED|0
430.290803112745|MessageID: CARD_INSERT, Value: 4319401234560964|0
430.290803112745|MessageID: ESD_SENSOR, Value: 995|0
430.590803112745|MessageID: PIN_INIT_START|0
435.898405067075|MessageID: PIN_STOP|0
437.610602843229|MessageID: AMOUNT_SEL|0
439.974040114137|MessageID: WDR_INIT_START|0
444.358979459207|MessageID: WDR_STOP|0
445.171580785683|MessageID: CARD_REMOVED|0
446.071580785683|MessageID: CARD_INSERT, Value: 4319401234567729|0
446.071580785683|MessageID: ESD_SENSOR, Value: 1001|0
446.371580785683|MessageID: PIN_INIT_START|0
450.910051998019|MessageID: PIN_STOP|0
451.400992929581|MessageID: AMOUNT_SEL|0
453.237500677841|MessageID: WDR_INIT_START|0
456.413833551216|MessageID: WDR_STOP|0
457.237466288638|MessageID: CARD_REMOVED|0
458.137466288638|MessageID: CARD_INSERT, Value: 4319401234561720|0
458.137466288638|MessageID: ESD_SENSOR, Value: 1000|0
458.437466288638|MessageID: PIN_INIT_START|0
462.827228759555|MessageID: PIN_STOP|0
463.60455557652|MessageID: AMOUNT_SEL|0
465.003367094874|MessageID: WDR_INIT_START|0
468.367093047786|MessageID: WDR_STOP|0
469.651465080744|MessageID: CARD_REMOVED|0
470.551465080744|MessageID: CARD_INSERT, Value: 4319401234563978|0
470.551465080744|MessageID: ESD_SENSOR, Value: 992|0
470.851465080744|MessageID: PIN_INIT_START|0
472.99151669262|MessageID: PIN_STOP|0
474.674858813489|MessageID: AMOUNT_SEL|0
476.055984267621|MessageID: WDR_INIT_START|0
478.561080763054|MessageID: WDR_STOP|0
479.732308306877|MessageID: CARD_REMOVED|0
480.632308306877|MessageID: CARD_INSERT, Value: 4319401234563403|0
480.632308306877|MessageID: ESD_SENSOR, Value: 993|0
480.932308306877|MessageID: PIN_INIT_START|0
485.891696433137|MessageID: PIN_STOP|0
487.800256004437|MessageID: AMOUNT_SEL|0
489.198837937799|MessageID: WDR_INIT_START|0
491.422047140286|MessageID: WDR_STOP|0
494.808202921736|MessageID: CARD_REMOVED|0
495.708202921736|MessageID: CARD_INSERT, Value: 4319401234561661|0
495.708202921736|MessageID: ESD_SENSOR, Value: 1002|0
496.008202921736|MessageID: PIN_INIT_START|0
498.502358992431|MessageID: PIN_STOP|0
498.589241298496|MessageID: AMOUNT_SEL|0
500.651680394946|MessageID: WDR_INIT_START|0
505.149047025655|MessageID: WDR_STOP|0
506.297034917352|MessageID: CARD_REMOVED|0
507.197034917352|MessageID: CARD_INSERT, Value: 4319401234562317|0
507.197034917352|MessageID: ESD_SENSOR, Value: 996|0
507.497034917352|MessageID: PIN_INIT_START|0
511.956233001661|MessageID: PIN_STOP|0
512.467237446322|MessageID: AMOUNT_SEL|0
514.333863341253|MessageID: WDR_INIT_START|0
518.367952256577|MessageID: WDR_STOP|0
521.697062362527|MessageID: CARD_REMOVED|0
522.597062362527|MessageID: CARD_INSERT, Value: 4319401234563978|0
522.597062362527|MessageID: ESD_SENSOR, Value: 997|0
522.897062362527|MessageID: PIN_INIT_START|0
525.940615143928|MessageID: PIN_STOP|0
526.072418796026|MessageID: AMOUNT_SEL|0
527.268525195441|MessageID: WDR_INIT_START|0
528.991108227361|MessageID: WDR_STOP|0
530.900032962007|MessageID: CARD_REMOVED|0
531.800032962007|MessageID: CARD_INSERT, Value: 4319401234565611|0
531.800032962007|MessageID: ESD_SENSOR, Value: 998|0
532.100032962007|MessageID: PIN_INIT_START|0
535.571401674558|MessageID: PIN_STOP|0
535.989200682515|MessageID: AMOUNT_SEL|0
537.696795063535|MessageID: WDR_INIT_START|0
542.63316878637|MessageID: WDR_STOP|0
547.258050273925|MessageID: CARD_REMOVED|0
548.158050273925|MessageID: CARD_INSERT, Value: 4319401234567921|0
548.158050273925|MessageID: ESD_SENSOR, Value: 1007|0
548.458050273925|MessageID: PIN_INIT_START|0
552.412301496703|MessageID: PIN_STOP|0
552.856619389859|MessageID: AMOUNT_SEL|0
554.661329009231|MessageID: WDR_INIT_START|0
558.420430867879|MessageID: WDR_STOP|0
560.836198755391|MessageID: CARD_REMOVED|0
561.736198755391|MessageID: CARD_INSERT, Value: 4319401234563403|0
561.736198755391|MessageID: ESD_SENSOR, Value: 997|0
562.036198755391|MessageID: PIN_INIT_START|0
566.853796949116|MessageID: PIN_STOP|0
567.802918312303|MessageID: AMOUNT_SEL|0
568.973677840644|MessageID: WDR_INIT_START|0
571.865867454909|MessageID: WDR_STOP|0
574.78484540628|MessageID: CARD_REMOVED|0
575.68484540628|MessageID: CARD_INSERT, Value: 4319401234565611|0
575.68484540628|MessageID: ESD_SENSOR, Value: 996|0
575.98484540628|MessageID: PIN_INIT_START|0
578.981242143488|MessageID: PIN_STOP|0
579.139744895463|MessageID: AMOUNT_SEL|0
580.33816831351|MessageID: WDR_INIT_START|0
582.494647974498|MessageID: WDR_STOP|0
584.193913474851|MessageID: CARD_REMOVED|0
585.093913474851|MessageID: CARD_INSERT, Value: 4319401234564538|0
585.093913474851|MessageID: ESD_SENSOR, Value: 997|0
585.39391347485|MessageID: PIN_INIT_START|0
589.333333796125|MessageID: PIN_STOP|0
589.826302201793|MessageID: AMOUNT_SEL|0
590.999498414334|MessageID: WDR_INIT_START|0
593.994940680574|MessageID: WDR_STOP|0
594.603003474792|MessageID: CARD_REMOVED|0
595.503003474792|MessageID: CARD_INSERT, Value: 4319401234565611|0
595.503003474792|MessageID: ESD_SENSOR, Value: 999|0
595.803003474792|MessageID: PIN_INIT_START|0
599.160961523698|MessageID: PIN_STOP|0
602.425867396709|MessageID: AMOUNT_SEL|0
603.938854408058|MessageID: WDR_INIT_START|0
607.249357246701|MessageID: WDR_STOP|0
609.256331289666|MessageID: CARD_REMOVED|0
610.156331289666|MessageID: CARD_INSERT, Value: 4319401234569720|0
610.156331289666|MessageID: ESD_SENSOR, Value: 1000|0
610.456331289666|MessageID: PIN_INIT_START|0
615.534446938866|MessageID: PIN_STOP|0
617.610282331811|MessageID: AMOUNT_SEL|0
618.897986830376|MessageID: WDR_INIT_START|0
623.196607772492|MessageID: WDR_STOP|0
624.589468356625|MessageID: CARD_REMOVED|0
625.489468356625|MessageID: CARD_INSERT, Value: 4319401234562440|0
625.489468356625|MessageID: ESD_SENSOR, Value: 995|0
625.789468356625|MessageID: PIN_INIT_START|0
630.682942980375|MessageID: PIN_STOP|0
631.53896284692|MessageID: AMOUNT_SEL|0
633.140764194753|MessageID: WDR_INIT_START|0
635.250262932967|MessageID: WDR_STOP|0
635.977953805529|MessageID: CARD_REMOVED|0
636.877953805529|MessageID: CARD_INSERT, Value: 4319401234569720|0
636.877953805529|MessageID: ESD_SENSOR, Value: 998|0
637.177953805529|MessageID: PIN_INIT_START|0
642.206406844819|MessageID: PIN_STOP|0
642.691793196686|MessageID: AMOUNT_SEL|0
643.97634934063|MessageID: WDR_INIT_START|0
646.360797662307|MessageID: WDR_STOP|0
649.453395606101|MessageID: CARD_REMOVED|0
650.353395606101|MessageID: CARD_INSERT, Value: 4319401234569720|0
650.353395606101|MessageID: ESD_SENSOR, Value: 997|0
650.653395606101|MessageID: PIN_INIT_START|0
655.72766761192|MessageID: PIN_STOP|0
655.832383057887|MessageID: AMOUNT_SEL|0
657.907004946332|MessageID: WDR_INIT_START|0
661.068571064295|MessageID: WDR_STOP|0
663.258227196683|MessageID: CARD_REMOVED|0
664.158227196683|MessageID: CARD_INSERT, Value: 4319401234569720|0
664.158227196683|MessageID: ESD_SENSOR, Value: 993|0
664.458227196683|MessageID: PIN_INIT_START|0
669.793954377738|MessageID: PIN_STOP|0
670.104896563915|MessageID: AMOUNT_SEL|0
671.539548041243|MessageID: WDR_INIT_START|0
673.396466276266|MessageID: WDR_STOP|0
675.227542479905|MessageID: CARD_REMOVED|0
676.127542479905|MessageID: CARD_INSERT, Value: 4319401234560848|0
676.127542479905|MessageID: ESD_SENSOR, Value: 1000|0
676.427542479905|MessageID: PIN_INIT_START|0
682.615512537276|MessageID: PIN_STOP|0
682.722261388795|MessageID: AMOUNT_SEL|0
684.41552417994|MessageID: WDR_INIT_START|0
686.540935678081|MessageID: WDR_STOP|0
688.943581978962|MessageID: CARD_REMOVED|0
689.843581978962|MessageID: CARD_INSERT, Value: 4319401234564594|0
689.843581978962|MessageID: ESD_SENSOR, Value: 998|0
690.143581978962|MessageID: PIN_INIT_START|0
692.21550044697|MessageID: PIN_STOP|0
693.020439622173|MessageID: AMOUNT_SEL|0
694.097222725223|MessageID: WDR_INIT_START|0
699.877327437248|MessageID: WDR_STOP|0
702.126358148023|MessageID: CARD_REMOVED|0
703.026358148023|MessageID: CARD_INSERT, Value: 4319401234563403|0
703.026358148023|MessageID: ESD_SENSOR, Value: 999|0
703.326358148023|MessageID: PIN_INIT_START|0
708.171647075474|MessageID: PIN_STOP|0
708.907286999073|MessageID: AMOUNT_SEL|0
710.594474175|MessageID: WDR_INIT_START|0
714.395752926155|MessageID: WDR_STOP|0
716.460963238649|MessageID: CARD_REMOVED|0
717.360963238649|MessageID: CARD_INSERT, Value: 4319401234561158|0
717.360963238649|MessageID: ESD_SENSOR, Value: 998|0
717.660963238649|MessageID: PIN_INIT_START|0
724.002442235696|MessageID: PIN_STOP|0
724.821624079243|MessageID: AMOUNT_SEL|0
726.766121249194|MessageID: WDR_INIT_START|0
730.426388571524|MessageID: WDR_STOP|0
733.417930949287|MessageID: CARD_REMOVED|0
734.317930949287|MessageID: CARD_INSERT, Value: 4319401234564538|0
734.317930949287|MessageID: ESD_SENSOR, Value: 1003|0
734.617930949287|MessageID: PIN_INIT_START|0
737.106076381391|MessageID: PIN_STOP|0
737.416946357761|MessageID: AMOUNT_SEL|0
739.193336339415|MessageID: WDR_INIT_START|0
743.937583758881|MessageID: WDR_STOP|0
745.830613907727|MessageID: CARD_REMOVED|0
746.730613907727|MessageID: CARD_INSERT, Value: 4319401234563170|0
746.730613907727|MessageID: ESD_SENSOR, Value: 1001|0
747.030613907727|MessageID: PIN_INIT_START|0
749.645433090298|MessageID: PIN_STOP|0
749.939164814908|MessageID: AMOUNT_SEL|0
751.905491542112|MessageID: WDR_INIT_START|0
753.279011387971|MessageID: WDR_STOP|0
755.500772418856|MessageID: CARD_REMOVED|0
756.400772418856|MessageID: CARD_INSERT, Value: 4319401234560088|0
756.400772418856|MessageID: ESD_SENSOR, Value: 999|0
756.700772418856|MessageID: PIN_INIT_START|0
761.907708158143|MessageID: PIN_STOP|0
762.790341249065|MessageID: AMOUNT_SEL|0
763.980665957626|MessageID: WDR_INIT_START|0
766.992743855628|MessageID: WDR_STOP|0
769.964444635236|MessageID: CARD_REMOVED|0
770.864444635236|MessageID: CARD_INSERT, Value: 4319401234563403|0
770.864444635236|MessageID: ESD_SENSOR, Value: 1003|0
771.164444635236|MessageID: PIN_INIT_START|0
776.285454518387|MessageID: PIN_STOP|0
778.333747155132|MessageID: AMOUNT_SEL|0
779.842882867584|MessageID: WDR_INIT_START|0
783.036533941593|MessageID: WDR_STOP|0
783.996597886984|MessageID: CARD_REMOVED|0
784.896597886984|MessageID: CARD_INSERT, Value: 4319401234560088|0
784.896597886984|MessageID: ESD_SENSOR, Value: 998|0
785.196597886984|MessageID: PIN_INIT_START|0
789.37629389533|MessageID: PIN_STOP|0
789.663174721385|MessageID: AMOUNT_SEL|0
791.051729417389|MessageID: WDR_INIT_START|0
793.523027321769|MessageID: WDR_STOP|0
794.748164675528|MessageID: CARD_REMOVED|0
795.648164675528|MessageID: CARD_INSERT, Value: 4319401234560964|0
795.648164675528|MessageID: ESD_SENSOR, Value: 999|0
795.948164675528|MessageID: PIN_INIT_START|0
801.314439653862|MessageID: PIN_STOP|0
801.465053211019|MessageID: AMOUNT_SEL|0
803.202435694633|MessageID: WDR_INIT_START|0
808.199935111104|MessageID: WDR_STOP|0
810.417565691982|MessageID: CARD_REMOVED|0
811.317565691982|MessageID: CARD_INSERT, Value: 4319401234563403|0
811.317565691982|MessageID: ESD_SENSOR, Value: 997|0
811.617565691982|MessageID: PIN_INIT_START|0
816.252026849658|MessageID: PIN_STOP|0
816.319497410104|MessageID: AMOUNT_SEL|0
818.030633832829|MessageID: WDR_INIT_START|0
821.108982849017|MessageID: WDR_STOP|0
823.171601449209|MessageID: CARD_REMOVED|0
824.071601449209|MessageID: CARD_INSERT, Value: 4319401234563403|0
824.071601449209|MessageID: ESD_SENSOR, Value: 1004|0
824.371601449209|MessageID: PIN_INIT_START|0
829.08967415939|MessageID: PIN_STOP|0
829.565400645405|MessageID: AMOUNT_SEL|0
830.712298915336|MessageID: WDR_INIT_START|0
832.88865636685|MessageID: WDR_STOP|0
833.982917166855|MessageID: CARD_REMOVED|0
834.882917166855|MessageID: CARD_INSERT, Value: 4319401234565611|0
834.882917166855|MessageID: ESD_SENSOR, Value: 1003|0
835.182917166855|MessageID: PIN_INIT_START|0
838.576150258598|MessageID: PIN_STOP|0
838.844302960898|MessageID: AMOUNT_SEL|0
840.397777738565|MessageID: WDR_INIT_START|0
843.463992453858|MessageID: WDR_STOP|0
844.545642128194|MessageID: CARD_REMOVED|0
845.445642128194|MessageID: CARD_INSERT, Value: 4319401234565611|0
845.445642128194|MessageID: ESD_SENSOR, Value: 993|0
845.745642128194|MessageID: PIN_INIT_START|0
849.996613672515|MessageID: PIN_STOP|0
851.719579067868|MessageID: AMOUNT_SEL|0
853.265263146953|MessageID: WDR_INIT_START|0
857.936907173296|MessageID: WDR_STOP|0
